idNFT,urlNFT,imageNFT,nameNFT,salesNFT,volumnNFT,changeNFT,floorPriceNFT,gateway,datetime
44,https://rarible.com/aligndraw,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9yYXcuc2VhZG4uaW8vZmlsZXMvNmI3NzExZmQzZGNlNmQ3M2JjNDQ0MTYwMTRjMDEwMGUuc3Zn,alignDRAW,501,211.3 ETH,—,0.199 ETH,rarible,12/12/2023
45,https://rarible.com/mittaria-genesis,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvYmFmeWJlaWRxazdwbzZmYmN3Z3E2YzZueW16bW9jcTc1aHphMmFhb2hzbHFqdnI0dHczZHZkc3Jmank=,Mittaria Genesis,1.1K,207.7 ETH,349.40%,0.71 ETH,rarible,12/12/2023
46,https://rarible.com/collection/0x4481507cc228fa19d203bd42110d679571f7912e,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pLnNlYWRuLmlvL2djcy9maWxlcy84MjdiYWU3Yzg5YTE3YWJkZGZkN2I4MzE0NjFhMzIxMy5wbmc/dz01MDAmYXV0bz1mb3JtYXQ=,Neo Tokyo Outer Citizen V2,1.2K,207.2 ETH,-20.20%,2.69 ETH,rarible,12/12/2023
47,https://rarible.com/opensea-shared-storefront-v2,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1hRG9aNW5KWXdjcHNLTFZDSFBVMlRNYTh0d0R2ZnNFR015RjlVdWpYZmVyMQ==,OpenSea Shared Storefront,727.6K,199 ETH,354%,0 ETH,rarible,12/12/2023
48,https://rarible.com/terra-forms,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1iSDFOdHBvdlp0U0JOckoxVko0YUFZUm5nNGJxZGR5eTZBUjhjdDZTdEVrVg==,Terraforms by Mathcastles,2K,198.5 ETH,19.90%,1.46 ETH,rarible,12/12/2023
49,https://rarible.com/remilio-babies,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9vcGVuc2VhdXNlcmRhdGEuY29tL2ZpbGVzLzlkNjE2OGU3MzFhZmQwMmQ1ZTg3OGViMDM4NzZjZmQ0LmdpZg==,Redacted Remilio Babies,2.7K,197.2 ETH,-52.40%,0.53 ETH,rarible,12/12/2023
50,https://rarible.com/fortune-founder-s-key-by-aofverse-2,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9yZXNvdXJjZXMueHRlci5pby9mdW5mb2dfdXBsb2FkLzFkY2NlMGNiMjcwYS9nYW1lLzE3MDA4ODIwNzgtMjY3MTg0NTk2MDQwODY1MzQ4NC5wbmc=,Fortune Founder's Key by AOFverse,1K,191.2 ETH,-81.40%,0.45 ETH,rarible,12/12/2023
51,https://rarible.com/neotokyo-citizens,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pLnNlYWRuLmlvL2djcy9maWxlcy84MjdiYWU3Yzg5YTE3YWJkZGZkN2I4MzE0NjFhMzIxMy5wbmc/dz01MDAmYXV0bz1mb3JtYXQ=,Neo Tokyo Citizen V2,372,172.5 ETH,-29.90%,16 ETH,rarible,12/12/2023
52,https://rarible.com/l3e7-worlds,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pLnNlYWRuLmlvL3MvcmF3L2ZpbGVzL2Q1MzRjYTQ4ZGJkY2Q4MGVmOWU1M2NjNzBmOGFjZWJiLnBuZz93PTUwMCZhdXRvPWZvcm1hdA==,L3E7 Worlds,360,171.9 ETH,-61.10%,5.99 ETH,rarible,12/12/2023
53,https://rarible.com/collection/0xe6b9033a3d2f7f56c74751e458ba435547da1c26,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pLnNlYWRuLmlvL2djcy9maWxlcy9mZDVlOGZhNmJiNGUzOWNkZGNkYjRjOWEwYjY4NWM1ZS5wbmc/dz01MDAmYXV0bz1mb3JtYXQ=,Chromie Squiggle by Snowfro,2.9K,170.2 ETH,-41%,8.75 ETH,rarible,12/12/2023
54,https://rarible.com/the-lab-scientists,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvYmFma3JlaWZrdHRpNGNjd2JjY2J4amJuYmE0ZTViYXo2NHJpZnF5cW1tNHo3NHQ0ZnJuYjJ6eGpiZnE=,The Lab: Scientists,164,163.6 ETH,234.60%,21 ETH,rarible,12/12/2023
55,https://rarible.com/collection/0x9dc206dcc5d5f49d1d63fa08225bfa43f47bfbbb,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvYmFma3JlaWgzeGdoa2F4ejQ0Y2c0c25ta3FwZ3pjaHZ0bm52ZmJ3Z3kzaWN1NmhkbWhzbWl2N3lvamU=,Trademark by Jack Butcher,3.7K,161.3 ETH,-60.30%,0.126 ETH,rarible,12/12/2023
56,https://rarible.com/seedworld-vanguards-revealed,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pLnNlYWRuLmlvL2djcy9maWxlcy81NjQ2ZGE3ODQyZDk5ZjQwYjM0Yzg1YzAwYzAzYWFlYi5wbmc/dz01MDAmYXV0bz1mb3JtYXQ=,Seedworld Vanguards,1.1K,159 ETH,-8.20%,0.48 ETH,rarible,12/12/2023
67,https://rarible.com/collection/0x8b213d1afc4e13113f876574005bd14ea60ade73,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pLnNlYWRuLmlvL2djcy9maWxlcy9kNmRiM2I1YzYzNzBjYjA4NDhmOGUxNTlkZGYxYzJiYi5wbmc/dz01MDAmYXV0bz1mb3JtYXQ=,Bonx Natives,49,122 ETH,56472.90%,0.055 ETH,rarible,12/12/2023
68,https://rarible.com/berachain-bit-bears,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9vcGVuc2VhdXNlcmRhdGEuY29tL2ZpbGVzLzQ5YjM1MGQ2YzIwNTIzOGE3NWRjMmUxNDc5ZGM2ZWRlLnBuZw==,Bit Bears,935,117.3 ETH,-35.80%,2.48 ETH,rarible,12/12/2023
69,https://rarible.com/thepotatoz,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvYmFmeWJlaWV5bDd6cHBhNzRwb3diZWFueGc2M2g2ajUybGhwZmp0dng3NDJvYmJ3NTI1dmRtN3Zkdm0=,Potatoz,2.9K,115.9 ETH,-27.20%,1.71 ETH,rarible,12/12/2023
70,https://rarible.com/skyborne-genesisimmortals,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pLnNlYWRuLmlvL2djcy9maWxlcy9mNTMwYzc5NmRjZTA1ZDZkYmQ3ZjY2NmI3MDBjNTA0MC5naWY/dz01MDAmYXV0bz1mb3JtYXQ=,Skyborne - Genesis Immortals,1.7K,113.4 ETH,90.80%,0.12 ETH,rarible,12/12/2023
74,https://rarible.com/treeverse,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1lSmNmaHNISHFTSnAzNzV1Q3NrSjhDR0RCbW5GVzdkRmRVVXRhMW5nNGFYOQ==,Treeverse,3.3K,105.8 ETH,-62.90%,0.703 ETH,rarible,12/12/2023
75,https://rarible.com/mavialand,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1lTDJBWWk4VU1MNEg5QTVOZG16cFFoYnBiM1pWMWhUOWR1aHVKN21RNUpjNw==,Mavia Land,2.4K,104.4 ETH,7.50%,0.678 ETH,rarible,12/12/2023
76,https://rarible.com/shrapnel-operators-collection,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvYmFma3JlaWJpZDV1YzJ2aGV4ZDdodmJ4d29sYmNwM3BqY3FvZXllamV4cDQzMmN5b2xuanV6Y290dnk=,Shrapnel Operators Collection,3K,100.4 ETH,-70.30%,0.27 ETH,rarible,12/12/2023
77,https://rarible.com/0n1-force,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1RM1NVaEVDOUJRcE4xZUtOaFVjcUp1eVRTZXRKR0N5SEN2UjZOZVdWeVM5dg==,0N1 Force,3.7K,98.74 ETH,-68.80%,0.86 ETH,rarible,12/12/2023
78,https://rarible.com/io-imaginary-ones,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL05yUzRVbEs5WnFIMkd1SF9mYUJSdEgyUklsc0hIeTNoOU9tRnBONDZTMVkyZ0g2RjNjQmdaeFpwSi1pdVRkRlpXc1gyTWFITlhhaWdYTGFXdGdwM3p4NFNyUERsRDBDR2oyTDJaczQ9czEyMA==,Imaginary Ones,1.4K,97.16 ETH,-46.70%,1.099 ETH,rarible,12/12/2023
81,https://rarible.com/planetsmetahero,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1SdkZrZzN5WlhxQ050aVp0RlpLVHdnQzd4N3paZ1lXd2IyZHRmM21RTjNIMg==,MetaHero Universe: Planet Tokens,10.3K,94.07 ETH,40.70%,0.043 ETH,rarible,12/12/2023
82,https://rarible.com/sappyseals,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1jeTROcUJOTWhyUHl4ZjhWVFlSV1N2WVVkRHNHczlueUJYVlhiWEt5ZlhxTA==,Sappy Seals,2.1K,94 ETH,-69.20%,0.619 ETH,rarible,12/12/2023
83,https://rarible.com/collection/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1kRzFzOXd6ZVU3UVpZRWczc2h1ZkpGZW92a2VEdFFTbm5kYVVUVnJkeHhEVw==,ENS domains,712.5K,93.6 ETH,-16.40%,~0.001 ETH,rarible,12/12/2023
91,https://rarible.com/sproto-gremlins,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvYmFmeWJlaWR4a2dsMzJtcWNpamhxczN1d2M0MnZqYmJrNGN6MnF4NHN1aWtweHhkM2tkcmRudTVmd20=,Sproto Gremlins,1.2K,84.25 ETH,15.50%,0.582 ETH,rarible,12/12/2023
92,https://rarible.com/chronoforge,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvYmFmeWJlaWdpeWZuamNsdWdibGM1Z2JxM2tlZzcyYWp5NWhyejNxNzVrNmY2cmRhZnY1cGFidXVmZmE=,ChronoForge,1.5K,83.92 ETH,-67.50%,0.24 ETH,rarible,12/12/2023
93,https://rarible.com/impostors-genesis-aliens,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1jdzNTQ3haV2lud1lzUW5IbVNua2NkUzc2Z3FhclpKR3pkcXFDZ3lRU2g5Vg==,Impostors Genesis Aliens,4.3K,80.15 ETH,6.50%,0.688 ETH,rarible,12/12/2023
94,https://rarible.com/the-band-bears,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL2xiWWNmMkE3Yk9CMjNBXzEyajA3TE9ucnR4bEtqOGxBY0FGSzFYMmpJcDE5R1UyRkVoSk05NkZJN3IyRENwRjZTT3lCbEFBeWhRcXotQkFLbDRMOTY2NjlwZHI1bkNtdGRrNlczdz1zMTIw,Band Bears,431,79.14 ETH,10.50%,3.75 ETH,rarible,12/12/2023
95,https://rarible.com/onchainmonkey,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1hNlA4Rm1MQ3lNeEhtQkZNTm5YTjlZWjV5c1dGaWVlWFNvc2d5RFhIWDh5bQ==,OnChainMonkey,5.4K,78.26 ETH,-51.60%,1.56 ETH,rarible,12/12/2023
96,https://rarible.com/w-rabbit,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pLnNlYWRuLmlvL3MvcmF3L2ZpbGVzL2RiOWZlZDhjY2E4ODFkNTRjOWVkYjQ5MzIwYjY3OTEwLnBuZz93PTUwMCZhdXRvPWZvcm1hdA==,THE WHITE RABBIT,203,77.83 ETH,-27.80%,0.012 ETH,rarible,12/12/2023
97,https://rarible.com/treeofalpha,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pLnNlYWRuLmlvL2djcy9maWxlcy82Y2NjZDhhZTc3ZGM5ZmQyMDc3YmU4YzQ5YWE5MTNkZC5wbmc/dz01MDAmYXV0bz1mb3JtYXQ=,TreeNFT,100,76.95 ETH,—,41 ETH,rarible,12/12/2023
98,https://rarible.com/official-v1-punks,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1SVjRWOVpBNGZxUlhtMlJlOFJZN0FjZ1RhRkR3d2dMbktFaXBGaks3QmVzYg==,V1 Cryptopunks (Wrapped),1K,76.23 ETH,-26.20%,3.97 ETH,rarible,12/12/2023
99,https://rarible.com/lasercat-nft,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL0NvcXV4Z3ZWZVloYlA3RjVQUW0wUFV1UXhyTFMtR0ljY1BRWGpVaEtnUE8yV0JMVzV3ZHpLRHlFOWtrcjFwSHNSRjh3YXNobEY1NXBPekpRN0pRWEdGeVRxdHVNd3dCV0h1SnM9czEyMA==,LaserCat,68,75.93 ETH,473.80%,4.8 ETH,rarible,12/12/2023
100,https://rarible.com/yatc,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pLnNlYWRuLmlvL2djcy9maWxlcy80YzY5NTc4OTBkYTgxZmMzNWY5MDYzMDUwM2YzZTQ5MC5wbmc/dz01MDAmYXV0bz1mb3JtYXQ=,YouAreTheChampion,212,74.2 ETH,270.40%,—,rarible,12/12/2023
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
